100 10000
 13  72 -1.28103131589141639779e+02
 13  73 -6.55234729311841306298e+01
 13  74  9.99291005787726476228e+01
 13  75  4.32776577930259662708e+01
 13  76  1.02806616044801145904e+02
 13  77  5.37510099300477932616e+01
 13  78  5.17702096311672921303e+00
 13  79  3.85113841061324180259e+01
 13  80 -2.23084951068180856737e+01
 13  81 -1.04741880899640023017e+02
 13  82 -6.65966969800821004810e+01
 13  83  1.50310902801953091057e+02
 13  84 -4.46871556449880724671e+00
 13  85 -1.10887001337710529469e+02
 13  86  2.21343708000671490765e+01
 13  87  1.28717987301759592356e+02
 13  88 -1.00374564173184637639e+02
 13  89 -1.09336445753905294964e+02
 13  90  7.16810533258680493418e-01
 13  91  5.15306677893440152616e+01
 13  92 -2.23778975348621891328e+01
 13  93 -1.13178922896158027811e+02
 13  94  6.45708523838958114993e+01
 13  95  1.19619529950042860378e+02
 13  96  7.46325241235554557306e+01
 13  97  6.66578694547461907405e+01
 13  98 -1.52738916448415096738e+02
 13  99  5.97666442630814955805e+01
 14   0 -8.81480764981489528509e+01
 14   1  3.44101707133866980826e+01
 14   2 -3.22844688222078062267e+01
 14   3  2.03089205665793883782e+02
 14   4  7.11720565467848018670e+01
 14   5 -1.03008616411606254815e+02
 14   6  7.09586152678027275442e+01
 14   7  1.27840898380533360523e+02
 14   8 -5.76793034409600693380e+01
 14   9 -8.12935572947291973378e+01
 14  10  1.32447154218569579598e+02
 14  11 -1.65239387322483679554e+01
 14  12  1.50190085339776658202e+02
 14  13 -1.46323550900077663073e+02
 14  14  7.47857720891292956367e+02
 14  15 -4.48047636287711199543e+01
 14  16  9.15385081223434440290e+01
 14  17 -2.12775436210898085676e+01
 14  18 -4.09920494309122744880e+01
 14  19 -1.71088901868262297512e+02
 14  20  1.22338792302446776716e+02
 14  21 -8.08456386014546097840e+01
 14  22 -5.44930228644453222842e+01
 14  23 -9.02446359279765744077e+01
 14  24 -7.07015290908324516295e+01
 14  25 -2.65000430326695557426e+01
 14  26 -1.83425813308574959137e+02
 14  27  1.45137503514435479701e+02
 14  28 -3.84454803528536857016e+01
 14  29 -1.24321379815872262498e+02
 14  30 -1.14914378078209669098e+01
 14  31  3.62886102101620267035e+01
 14  32 -1.22182946847514500632e+02
 14  33 -4.80416695744385222611e+01
 14  34 -4.31222175601789492472e-01
 14  35  9.70976837791214251183e+01
 14  36 -9.71318932720487566712e+01
 14  37  4.51203962413774561924e+01
 14  38  6.14130847910557804425e+01
 14  39 -3.17208979312546048845e+01
 14  40 -5.38851847161585251200e+00
 14  41 -1.00042463740079014656e+02
 14  42  7.69746341677221010968e+01
 14  43 -9.55276725122088166131e+00
 14  44  2.29426040920905407461e+01
 14  45  3.28141008864818957136e+01
 14  46 -6.73349711916803954637e+01
 14  47  1.29909505580821559079e+02
 14  48  1.64839307028446938830e+02
 14  49 -2.71028144181899826037e+01
 14  50 -6.71699669672870385284e+01
 14  51  6.61306505640942106083e+01
 14  52  1.60966843408002006299e+02
 14  53 -2.73853892685863398171e+00
 14  54 -8.23075525058788457500e+01
 14  55 -2.08560907166271078950e+01
 14  56  1.00114463810228912166e+02
 14  57  9.35558590841227726287e+01
 14  58 -4.02690395448557652003e+01
 14  59  7.45821609558829550224e+01
 14  60  3.55542441653210019581e+01
 14  61 -1.09454158816510101815e+02
 14  62 -1.64011321171503311689e+02
 14  63  1.74793363918856350381e+01
 14  64  1.70327298143972058142e+02
 14  65 -6.76414584660495279422e+01
 14  66  6.86617812082520515560e+01
 14  67 -6.69984849322765114721e+01
 14  68  5.75085522967453641741e+01
 14  69 -1.72937901615518512699e+02
 14  70 -3.33584429550345049620e+01
 14  71  1.99040470043126930477e+02
 14  72 -9.15559152755496654663e+01
 14  73 -6.52055088071914212833e+01
 14  74 -1.31051429354476649536e+01
 14  75 -1.29526015803858669528e+01
 14  76 -2.00054615198662837372e+01
 14  77 -1.60515082247954353534e+02
 14  78 -6.35806220641072314947e+01
 14  79  7.63452579379247424640e+01
 14  80  2.35627286363198038543e+01
 14  81  9.40664152114042195763e+01
 14  82 -1.85407390339779318822e+01
 14  83 -7.02762899542503163275e+01
 14  84  7.51151334838432802599e+01
 14  85  9.61465084999140771060e+01
 14  86 -6.94626422873433426730e+01
 14  87 -4.11045650377946074627e+01
 14  88  2.34448472718599099096e+01
 14  89  6.79002206613313319394e+01
 14  90 -1.13840590959687446571e+02
 14  91 -6.22380261403862391489e+01
 14  92 -1.69763108614684995246e+02
 14  93  3.32794642750031002265e+01
 14  94 -3.17161318200886377383e+01
 14  95  6.42364925435324636283e+01
 14  96 -1.25325570681119373262e+02
 14  97  9.86167888109641239680e+01
 14  98 -2.62360919319125365234e+01
 14  99  1.86510254393618168933e+01
 15   0  2.14564594610834475930e+01
 15   1 -3.93699947955829054891e+00
 15   2 -3.99524731102016303907e+01
 15   3 -1.21365237713410536458e+01
 15   4 -1.15787271470171987175e+02
 15   5  2.83114962648459922434e+01
 15   6 -2.41742740300528851094e+01
 15   7 -1.09394263616709803699e+01
 15   8  9.28394293636488043830e+01
 15   9 -1.38047965388725685898e+02
 15  10 -8.11053404047835613255e+01
 15  11 -1.48759482795171692260e+02
 15  12  4.46445427597731026026e+01
 15  13 -4.05094566678864111964e+01
 15  14 -4.48047636287711199543e+01
 15  15  8.35800150143084010779e+02
 15  16 -1.24195001590032223504e+01
 15  17  1.68429308224119331783e+01
 15  18 -9.41371014237772811839e+01
 15  19  8.16110059711715081221e+01
 15  20 -3.15968078612673828331e+01
 15  21 -3.30094993443323119209e+01
 15  22  1.53649377410044412073e+01
 15  23 -5.58683908989255018085e-01
 15  24 -5.86656635108056079275e+01
 15  25 -2.27855801830731621749e+02
 15  26 -3.27994605238881975495e+00
 15  27 -5.01372003992123271843e+00
 15  28  3.77902202696608568999e+01
 15  29  6.07025692592543322235e+01
 15  30  3.36696720792770349817e+01
 15  31 -1.29845738448528436493e+02
 15  32 -5.88872301126237687185e+01
 15  33 -1.36336408767339225534e+01
 15  34  2.83236138683403986249e+01
 15  35 -6.66143123818636979649e+01
 15  36  5.77358288231254164202e+01
 15  37 -5.07397936024572757674e+01
 15  38 -1.46099390839699569966e+01
 15  39 -1.19728819793181155973e+01
 15  40 -2.19291874367463691442e+02
 15  41  1.32615764210505744813e+02
 15  42  3.05047828110339303009e+01
 15  43 -3.82445689103320205504e+01
 15  44  2.97591103106938490441e+01
 15  45 -7.85143016975836331994e+01
 15  46 -7.28132061740003422301e+01
 15  47  1.43981877914277760055e+02
 15  48  7.22606254853462672827e+01
 15  49 -1.09405926458811322277e+02
 15  50 -1.38249698612755693716e+01
 15  51 -7.36274668944498245082e+01
 15  52 -3.10337151630606875585e+01
 15  53  2.60250674220963730932e+02
 15  54  5.72603809823746701113e+01
 15  55  3.34534662009460816989e+01
 15  56 -1.61447689773648221490e+02
 15  57  9.41202621558559826553e+01
 15  58  9.61613654766029384291e+01
 15  59 -9.00000045643365780279e+01
 15  60 -1.38174638308565675970e+02
 15  61  4.43416724684779453014e+01
 15  62 -4.32718284535809587510e+01
 15  63 -5.58481900467731904314e+01
 15  64 -3.11961219065160548780e+01
 15  65  8.55964326627742337905e+01
 15  66 -9.69541144531399510242e+01
 15  67 -7.33485024286840143759e+01
 15  68  1.28084371082147356447e+02
 15  69  9.41497662234574050899e+01
 15  70 -7.21189675932473051034e+01
 15  71  5.07520970210797770505e+01
 15  72 -8.31986449172323005996e+01
 15  73  1.34715198887495773761e+02
 15  74  1.45822835083952355717e+02
 15  75 -2.94299083424413794319e+01
 15  76  6.04058734273955479921e+01
 15  77  6.88163277406360123223e+01
 15  78  3.22697090386992684330e+01
 15  79  2.12740799910898772396e+02
 15  80 -3.51843033039761081682e+01
 15  81 -9.97853497394012265431e+01
 15  82  1.77838870206838279842e+01
 15  83 -1.16153703147276857521e+02
 15  84 -5.51798269887600323358e+00
 15  85 -1.05185284610899529412e+02
 15  86  2.53736948431459268249e+01
 15  87  1.12984687882149856364e+02
 15  88 -1.17025056922917073621e+02
 15  89 -6.58634102559164773538e+01
 15  90 -7.10513792024147647908e+01
 15  91 -3.27663736090027413184e+01
 15  92  5.06761806713788232059e+01
 15  93 -6.47318474991148065101e+01
 15  94 -1.09639307537207912446e+02
 15  95  4.07542754298857659023e+01
 15  96  1.56984113824172677454e+01
 15  97 -9.35648721485659251584e+01
 15  98 -2.77100925760521725749e+01
 15  99  1.98625252614829548747e+02
 16   0 -1.07181870318010780352e+02
 16   1 -1.57974654083635414281e+02
 16   2  1.48603415510491601026e+02
 16   3  7.31047855507353716575e+01
 16   4  1.98271435968966223129e+01
 16   5  8.51909828738123451330e+01
 16   6  1.20721247300350910336e+02
 16   7  1.15712661528707570824e+02
 16   8  1.34586870489534192075e+02
 16   9  8.94136772775796231372e+01
 16  10  4.98060149741523190414e+01
 16  11 -1.71092555995215711562e+01
 16  12  5.39111881159385242235e-01
 16  13  1.59032643754040794448e+01
 16  14  9.15385081223434440290e+01
 16  15 -1.24195001590032223504e+01
 16  16  7.64064813195164219906e+02
 16  17 -2.89323501130433022865e+01
 16  18  1.72753364586618147314e+02
 16  19  1.36447803322434936035e+02
 16  20  2.54810022625859655676e+00
 16  21  1.09538933090735056908e+02
 16  22  9.07785485487494838708e+01
 16  23 -1.49664251620144398203e+02
 16  24 -6.25831221013623277827e+01
 16  25 -3.07305551268653367458e+01
 16  26  4.98749389036249866081e+01
 16  27  6.29476008318057083102e+01
 16  28  1.03348512197178934002e+02
 16  29 -8.27607471018938980478e+01
 16  30  5.01355361876244174368e+01
 16  31  1.16119933642482759950e+01
 16  32 -5.80096879739477131466e+01
 16  33  1.11016620635953557894e+02
 16  34  1.14972773455926827069e+02
 16  35 -1.25942279224243307567e+02
 16  36  7.17411716782614945487e+01
 16  37 -3.12314917501580113779e+00
 16  38 -2.94823295741317394913e+01
 16  39 -3.46638239834911487947e+01
 16  40 -1.42280436805083780882e+02
 16  41  7.28787688381580078811e+00
 16  42  7.71617308328988649180e+00
 16  43 -1.07611358937401035973e+02
 16  44  8.58968489157503114484e+01
 16  45  4.45734837811168276289e+01
 16  46 -1.01927847722815698717e+02
 16  47 -1.27816048200013057112e+01
 16  48 -1.53802589075048075529e+02
 16  49  3.53699021921595786466e+01
 16  50 -4.11931187769971174362e+01
 16  51  3.11209868139396448328e+01
 16  52  4.28538432872434498222e+01
 16  53 -3.34330624190240470739e+01
 16  54 -2.44025060602029668644e+01
 16  55  8.67376372861598667896e+01
 16  56 -1.12019389311838661882e+01
 16  57 -4.00594114908697278565e+01
 16  58 -8.11613472825206088146e+01
 16  59  6.54630362228892863641e+01
 16  60 -6.54702654449629477540e+01
 16  61  8.87898831615850525623e+00
 16  62  5.43707845499609518924e+01
 16  63 -3.98331209511874462237e+01
 16  64  1.23636013665922732230e+02
 16  65 -3.77325447779860141395e+01
 16  66  1.30547304652003646197e+02
 16  67 -9.08851292462330491162e+01
 16  68  6.25409092366374750327e+01
 16  69  8.25569519391520501017e+00
 16  70 -7.92239834839889454088e+01
 16  71 -4.09574604363148253583e+00
 16  72 -9.39990113919773193629e+01
 16  73  6.04116671409072125698e+01
 16  74 -1.78246286659683583764e+01
 16  75  9.87031693186154335251e+00
 16  76  1.34553195364944258472e+02
 16  77  1.32685010233600255702e+01
 16  78  1.57900666638170662281e+02
 16  79  1.62826162886575957600e+02
 16  80 -4.55972508799342151065e+01
 16  81  3.30980586795024365188e+01
 16  82 -2.23844487692668536738e+01
 16  83  7.71590224399726309912e+01
 16  84  1.72830102592548740859e+02
 16  85  6.28141551532589801354e+01
 16  86  8.48032047844746728060e+00
 16  87 -2.82582200060548416332e+01
 16  88 -5.75184217286582892825e+01
 16  89 -4.03559510383525577026e+01
 16  90  3.88985812186985100425e+01
 16  91 -8.87557875968776528453e+01
 16  92 -7.40993602611057400331e-01
 16  93  2.49170534270044825575e+01
 16  94 -1.10500965249401247092e+02
 16  95 -1.63894678299018607959e+02
 16  96 -2.41297651214768080763e+01
 16  97  9.84459714228454458862e+01
 16  98 -3.68751842733070631652e+01
 16  99  7.95476921315831919657e-01
 17   0 -1.11649165575654265581e+02
 17   1  1.76748409764745666450e+01
 17   2 -1.82229031288152896195e+02
 17   3 -3.31067709177127582620e+01
 17   4 -8.52727566273278512199e+01
 17   5  4.78388575482022204710e+01
 17   6 -8.06794734120397194488e+00
 17   7  1.16235929244866753152e+02
 17   8 -5.45802781725048618000e+01
 17   9  1.90532839581513009364e+01
 17  10  3.35206673696302530630e+01
 17  11  1.56489274456516596956e+02
 17  12 -1.03312838366852687955e+02
 17  13  5.38032830422749697163e+01
 17  14 -2.12775436210898085676e+01
 17  15  1.68429308224119331783e+01
 17  16 -2.89323501130433022865e+01
 17  17  7.93800831510509851796e+02
 17  18 -1.20759668539388542285e+02
 17  19 -2.16101665043172658232e-01
 17  20 -1.07446506554930934385e+02
 17  21 -7.19746146115639220397e+01
 17  22  2.82707466720292259765e+01
 17  23 -1.06339666905469144353e+02
 17  24 -2.53080757679674270832e+01
 17  25  1.33764217288504710268e+02
 17  26  3.05252752035692580534e+01
 17  27  7.46224686750014143399e+01
 17  28 -7.34198273556531688655e+01
 17  29  1.41091057082073234596e+01
 17  30 -1.86226010266353171119e+02
 17  31 -1.61661258804862825400e+02
 17  32  1.09534926580122174755e+02
 17  33 -1.19364083043638686377e+02
 17  34  1.08793459441383305375e+02
 17  35 -2.26725388528672411326e+00
 17  36  5.06590700356406173910e+01
 17  37 -1.46000701465752740660e+02
 17  38 -3.74183931608359969800e+01
 17  39 -4.21551164537304003943e+01
 17  40  3.98678535588661731026e+01
 17  41 -3.04365836835754315359e+01
 17  42  1.01180545267381845065e+02
 17  43  1.61355212432202215211e+01
 17  44  4.91005235588788746526e+00
 17  45  2.53118635895097128241e+01
 17  46  2.84177843570197836698e+01
 17  47 -1.07650421379698585156e+02
 17  48  3.20996980695218070423e+01
 17  49  6.38533570674311490301e-01
 17  50 -3.80038662738644106298e+01
 17  51  4.32323127924425918422e+01
 17  52 -3.23467804093358139994e+01
 17  53 -1.22058045729985114036e+01
 17  54  2.14538874410935676451e+02
 17  55  2.13437306127642116849e+01
 17  56  6.90372419633985057175e+00
 17  57  5.16621079448536590917e+01
 17  58  1.80411716591643511265e+02
 17  59 -5.05349181407369485441e+01
 17  60 -6.62568490552583995168e+01
 17  61 -1.14013817104476359532e+02
 17  62 -1.69424085928178378424e+01
 17  63  1.10608171955559782873e+02
 17  64  8.51177916558081051335e+01
 17  65  2.78262824943606617012e+01
 17  66 -6.98207279751805884871e+01
 17  67  4.28544282319364455702e+01
 17  68  4.73739589816410600065e+01
 17  69  2.14484560925470503889e+02
 17  70 -5.31172965417951346012e+01
 17  71  6.16748189463755380757e+01
 17  72  3.45285539908126750674e+01
 17  73  1.33515125177971810899e+02
 17  74  8.91536534734821799475e+01
 17  75  1.14304378289727338824e+02
 17  76  7.00240207033083663646e+01
 17  77 -7.33084243933857209186e+01
 17  78 -5.75710113860662104912e+01
 17  79  8.86381186136265064590e+00
 17  80  9.24457814756549112190e+00
 17  81  4.92375058340436098092e+01
 17  82  1.16885756035072070347e+01
 17  83  4.22054605006489964580e+01
 17  84 -6.03122128976218263574e+01
 17  85 -1.71743668823390834177e+02
 17  86 -5.95366213429236310617e+01
 17  87  6.77267355056119981782e+01
 17  88  8.08414392487796362730e+01
 17  89  3.90930661809959829611e+01
 17  90  3.13297589184872364854e+01
 17  91 -5.63237230885386850332e+01
 17  92  2.90481936635005908443e+01
 17  93 -5.33483903306969722280e+01
 17  94 -7.62341551329200797227e+01
 17  95  5.77557647079856621986e+01
 17  96 -1.19627973302466827477e+02
 17  97  1.57318455798110647947e+02
 17  98 -2.17403415179727730333e+01
 17  99  5.26521503563680681737e+01
 18   0 -2.74059711073151746064e+01
 18   1 -2.70203866756326078757e+01
 18   2  2.07761190199098308540e+02
 18   3  1.43017937181171646444e+02
 18   4 -1.06587787878036891698e+02
 18   5  1.09457938907143642382e+02
 18   6  3.04748457362324494113e+01
 18   7 -1.04334982187650339824e+02
 18   8  2.72232511788903721595e+01
 18   9  7.89564645763086758734e+01
 18  10  4.35809214601586436544e+00
 18  11 -1.04456210073069915012e+01
 18  12  4.48525058130616471885e+01
 18  13 -1.03118431292410178912e+02
 18  14 -4.09920494309122744880e+01
 18  15 -9.41371014237772811839e+01
 18  16  1.72753364586618147314e+02
 18  17 -1.20759668539388542285e+02
 18  18  8.23642099775528095051e+02
 18  19 -2.54986935940653012267e+01
 18  20  9.55511371346214986033e+01
 18  21 -6.46786861571136313387e+01
 18  22 -2.19475967845022488234e+01
 18  23  5.78878056376498122404e+01
 18  24 -2.06028760073657615237e+01
 18  25  1.01454434294851964182e+02
 18  26 -2.98074887780034814000e+01
 18  27 -1.48372554537702541211e+02
 18  28 -1.51821604590819788427e+02
 18  29 -5.67902722558228703065e+01
 18  30  9.04309863921571235323e+01
 18  31  3.37911814300347934648e+00
 18  32  1.32651390033275795588e+01
 18  33  3.81716109222932828970e+01
 18  34  2.24257134382183531685e+00
 18  35 -3.02060460739836251776e+01
 18  36  9.17451580953550234199e+01
 18  37  9.72988588926256703360e+00
 18  38  6.25265175360661018544e+01
 18  39 -4.02617729028661130997e+01
 18  40 -2.79717180249910413181e+01
 18  41 -4.21356393344330513173e+01
 18  42 -6.02917149518354094084e+01
 18  43  1.72784251367745952166e+02
 18  44 -1.18194689033456796778e+02
 18  45 -2.10311378728763642698e+01
 18  46 -1.75922071475161800436e+02
 18  47  1.54490248276052113852e+02
 18  48 -2.77594473247793303017e+01
 18  49 -1.74804054302477496208e+01
 18  50 -5.35717806941507674878e+01
 18  51  5.21678483331578206617e+01
 18  52  1.07961052683596079760e+02
 18  53 -5.25002954602056135514e+01
 18  54  2.38994138410936542982e+01
 18  55  1.13257025926372634217e+02
 18  56  3.28329072237231400777e+01
 18  57  3.41041381402289474067e+01
 18  58  9.37896630655001928289e+01
 18  59  5.32313879989353022637e+00
 18  60  4.33352355138867508799e+01
 18  61 -9.78523926784152280334e+01
 18  62  5.60742010892509554765e+01
 18  63 -8.89820822185051412134e+01
 18  64  7.45142128515385167020e+01
 18  65  1.86968489943518392238e+01
 18  66 -3.15734405498657793032e+01
 18  67 -9.73123357724698365701e+01
 18  68 -1.79528144772017519415e+01
 18  69 -1.52487493393588877666e+01
 18  70 -8.06448433990221786871e+01
 18  71 -5.47340393729654195454e+01
 18  72 -5.77741307227838305494e+01
 18  73 -9.48498475763395418880e+01
 18  74 -6.11403300947024206380e+01
 18  75 -8.10586300321404849001e+01
 18  76 -2.69281274692213159483e+01
 18  77 -5.75493816813867624660e+01
 18  78  1.19421463614785224649e+02
 18  79 -5.89948106454074139293e+00
 18  80  1.07398266998618282742e+02
 18  81 -1.05130387864261223285e+02
 18  82  3.64480269735039712486e+01
 18  83  6.47001873690480238110e+01
 18  84  5.68619809371639846063e+01
 18  85  2.84508804550132019529e+01
 18  86 -4.36041000146270008031e+01
 18  87 -5.80706732960566469615e+01
 18  88  1.40783345317455797385e+02
 18  89 -1.41927844136719585322e+02
 18  90  6.83378388314513216528e+01
 18  91 -6.70435622081094066971e+01
 18  92  1.94540111357298144412e+01
 18  93 -4.59215199193300094294e+01
 18  94 -2.36471124485442736329e+01
 18  95 -1.49256748631691294804e+02
 18  96 -1.20074836464755733800e+02
 18  97  5.32894873140498646080e+01
 18  98  1.05525110870063016932e+02
 18  99  1.62575584263655514405e+02
 19   0  6.20072802657754849065e+01
 19   1 -2.03614837249569774258e+02
 19   2 -1.07908847740694042727e+02
 19   3 -4.35035199960517715567e+00
 19   4 -1.12865262518324726670e+02
 19   5  8.96047519614668317445e+01
 19   6 -4.17288973631814101850e+01
 19   7 -1.27195280060653956866e+02
 19   8 -5.13647175738059758032e+01
 19   9 -5.99140694711721195631e+01
 19  10 -1.86593718842999614083e+01
 19  11  5.37085055952867591600e+01
 19  12 -7.81631053682765468693e+01
 19  13  6.81477387131719041236e+01
 19  14 -1.71088901868262297512e+02
 19  15  8.16110059711715081221e+01
 19  16  1.36447803322434936035e+02
 19  17 -2.16101665043172658232e-01
 19  18 -2.54986935940653012267e+01
 19  19  7.92634996702142757385e+02
 19  20  1.06100302741234520099e+00
 19  21  1.29171318315588337100e+02
 19  22  5.65494060220139687090e+01
 19  23  3.55732413997944263429e+01
 19  24  7.01293694924777213373e+01
 19  25 -1.01800397269753730711e+02
 19  26  5.69583772970921344836e+01
 19  27 -1.02865615831283861326e+02
 19  28 -6.96190803770507500303e+01
 19  29  4.29860906034760432703e+01
 19  30  1.83896092388365453019e+01
 19  31 -7.76719957687122359857e+01
 19  32  4.35550972256424415718e+01
 19  33 -2.68253206240954504835e+01
 19  34 -9.53041529850229522935e+01
 19  35  1.49379751751225509082e+01
 19  36 -1.23245280119867999247e+01
 19  37 -1.06452792019630507525e+02
 19  38 -6.49410850354574478160e+01
 19  39  1.26127865011234362669e+02
 19  40 -1.42846617174997394528e+01
 19  41  7.97495044472342442532e+01
 19  42 -6.85322607149433906670e+01
 19  43  3.43220906039916897612e+01
 19  44  3.55464930904799345512e+01
 19  45  9.41081840352041183451e+01
 19  46  1.00472443384412699174e+02
 19  47 -1.12024351395873850379e+02
 19  48 -1.17174031214374394949e+02
 19  49 -9.50609926884545473058e+01
 19  50 -6.88983048112297353782e+01
 19  51 -1.23697595126260139864e+02
 19  52 -1.25022426716995013862e+02
 19  53  2.38992891409261076774e+01
 19  54  2.54920267262948989639e+01
 19  55 -1.54451237324436725373e+01
 19  56 -1.40954446864608485157e+02
 19  57 -8.92533509539537419641e+01
 19  58  5.74539850616732827859e+00
 19  59  1.31438185321669323002e+02
 19  60 -2.46398640534105695110e+01
 19  61  5.31413985386145100165e+01
 19  62  1.49355172588064448291e+02
 19  63 -4.02663643356208211799e+01
 19  64 -9.48302131796117464546e+00
 19  65 -2.43445933764300228574e+01
 19  66 -1.17256581451464072074e+02
 19  67  3.08023738775846744886e+01
 19  68  4.08515959608419549909e+01
 19  69  1.14596664329178878461e+02
 19  70  8.04251779813230172067e+01
 19  71 -9.48752559640276444952e+01
 19  72  1.38468761972596269061e+02
 19  73 -3.15876020080663044709e+00
 19  74  1.08809754949436040761e+02
 19  75 -6.71028576244109018489e+01
 19  76  1.57415663208434352782e+02
 19  77  5.02336755420693208407e+01
 19  78 -6.96814050390388644018e+01
 19  79  1.19800112504737853669e+02
 19  80 -5.15813355325596845091e+01
 19  81 -4.45119901417573586855e+01
 19  82  9.34669750212073893181e+01
 19  83  7.24561183703448392635e+01
 19  84 -3.34105284182040662699e+01
 19  85  1.75949370027018439089e+01
 19  86  1.15670197660724070943e+02
 19  87  1.67370466788918037082e+02
 19  88 -8.91878061311533656408e+01
 19  89 -1.04939905438110997693e+02
 19  90 -2.42922629907061988774e+01
 19  91 -4.58597903662770463029e+01
 19  92 -2.90762862686017591329e+01
 19  93  5.72533479201827617544e+01
 19  94 -8.34217334928193707810e+01
 19  95 -2.02197188961503186988e+01
 19  96 -1.24301616266031786040e+02
 19  97 -6.51685409247215563511e+00
 19  98 -6.19087842512302302111e+01
 19  99  1.62932470795193012236e+02
 20   0 -8.80692494475213862870e+01
 20   1  7.38437768068438487035e+01
 20   2  1.43021720673197279439e+02
 20   3  4.21735936947187610713e+01
 20   4  8.63969949705172410859e+01
 20   5 -9.10630651146325931222e+01
 20   6  2.66678261867619568193e+01
 20   7 -1.02477500330289519326e+01
 20   8  1.50248471543174648701e+01
 20   9 -2.14209420623649471338e+01
 20  10 -8.39506597188196792558e+01
 20  11 -2.17316804923456686538e+02
 20  12  5.80871337101279650028e+01
 20  13 -4.77104149584180259325e+00
 20  14  1.22338792302446776716e+02
 20  15 -3.15968078612673828331e+01
 20  16  2.54810022625859655676e+00
 20  17 -1.07446506554930934385e+02
 20  18  9.55511371346214986033e+01
 20  19  1.06100302741234520099e+00
 20  20  8.89060349900026722025e+02
 20  21  5.62366114946441939537e+01
 20  22  5.11565257293356054902e+01
 20  23 -6.58030948858545485791e+01
 20  24 -1.53968080055226550940e+02
 20  25 -1.25840998227917438612e+02
 20  26  4.33751721098141302946e+01
 20  27 -4.07761260779357499473e+01
 20  28  6.60681569655433662547e+01
 20  29  6.03159447392308933900e+01
 20  30  2.05882294750358632029e+01
 20  31 -2.02247530891350066895e+02
 20  32  4.17688497264989706537e+01
 20  33  1.09829086904078778275e+02
 20  34 -3.20240981836845008957e+01
 20  35  2.16715377294946804909e+01
 20  36  1.88342192706005278069e+01
 20  37  4.51129874586909664913e+01
 20  38  4.93855834459450022678e+01
 20  39  1.57285838903859882976e+02
 20  40  7.58450726296597963483e+01
 20  41  2.74933380437251084771e+00
 20  42 -7.38132335108263326617e+00
 20  43  8.33833898437960918670e+00
 20  44  7.93165548407272780196e+01
 20  45 -4.10450884852325899033e+01
 20  46 -7.90207590428369286428e+01
 20  47  1.01439024823266876751e+01
 20  48  1.67684145456174348965e+02
 20  49  7.83736444069880491270e+01
 20  50  1.33120943084688359015e+00
 20  51 -3.85914614327904885727e+01
 20  52  2.49292570463447926699e+00
 20  53 -8.04859642339795158250e+01
 20  54 -9.51690893613663320139e+01
 20  55  4.08720032113376916527e+01
 20  56 -1.56437796292056798819e+01
 20  57  1.75482017779216278086e+02
 20  58  1.59174812643942864554e+01
 20  59 -2.81530340741930995563e+00
 20  60  3.63056355714426217673e+01
 20  61 -8.46910384079820630632e+01
 20  62 -3.88088118802817874098e+01
 20  63  5.03146271054676361700e+01
 20  64 -9.56333427187177953499e+00
 20  65 -5.23773472873680248085e+01
 20  66 -1.04773692664655939666e+02
 20  67 -1.63337550282835252347e+02
 20  68  4.38358988647743288425e+01
 20  69  4.80706451689725184906e+01
 20  70  1.73859852673769324838e+02
 20  71  5.78681679047988666298e+01
 20  72  2.27417026437288605223e+01
 20  73  1.66882534567550671056e+01
 20  74 -2.13981049366978437476e+00
 20  75 -9.29423214420573344796e+01
 20  76  8.55525762395298272622e+01
 20  77 -7.80090640999591329319e+01
 20  78 -9.88590321319534268696e+01
 20  79 -7.02225095213290444462e+01
 20  80  1.73045789224842501142e+01
 20  81 -3.20427325188716025650e+01
 20  82 -9.56907537536744179363e-02
 20  83 -3.26736264438055457049e+01
 20  84  1.36939328177848636869e+02
 20  85  8.58875794906078056101e+01
 20  86 -2.84226340154445438202e+01
 20  87 -6.47249440150787904713e+01
 20  88 -1.11124679048000132298e+01
 20  89  7.13233497334438482085e+01
 20  90 -2.52850410976432515842e-01
 20  91 -4.91773760383025333454e+01
 20  92  8.12894343088157711463e+00
 20  93  7.32340656757529302467e+01
 20  94  2.17005249841462585891e+02
 20  95 -1.04328096746346883350e+01
 20  96  5.66742805657254535845e+01
 20  97  8.07889284840307908553e+01
 20  98  1.35371338011529530831e+02
 20  99  1.63257048273856668175e+02
 21   0 -7.11380307995532206178e+01
 21   1 -1.20803441704534463952e+02
 21   2  5.71106315257166414767e+01
 21   3  7.16927476667569330004e+00
 21   4  8.78299424802268617896e+01
 21   5  9.48285555873650487513e+00
 21   6 -2.12118978535782929384e+02
 21   7 -1.43773604628730389265e+01
 21   8 -9.05935650659837534704e+01
 21   9  5.33706053302174012742e+01
 21  10 -3.18578601689691929266e+01
 21  11 -3.39126785325613777644e+00
 21  12  7.57625022629403446217e+01
 21  13 -5.42270520300685134885e+01
 21  14 -8.08456386014546097840e+01
 21  15 -3.30094993443323119209e+01
 21  16  1.09538933090735056908e+02
 21  17 -7.19746146115639220397e+01
 21  18 -6.46786861571136313387e+01
 21  19  1.29171318315588337100e+02
 21  20  5.62366114946441939537e+01
 21  21  8.82480183215254328388e+02
 21  22  5.23036946953542738470e+01
 21  23 -1.37015163287221326982e+02
 21  24  4.94506390862105931205e+01
 21  25 -3.75935881632550206177e+01
 21  26  5.33012864427842458781e+01
 21  27 -7.22593897858224920583e+01
